GeneID	GSM7796306	GSM7796307	GSM7796308	GSM7796309	GSM7796310	GSM7796311
151354	1766	1564	1694	1063	1336	1058
51594	174402	142611	155821	152638	184522	147082
105373440	747	637	685	901	1025	902
1653	297776	928906	213388	169369	129470	630565
101926966	0	0	0	0	0	0
103752554	1	0	0	0	0	0
10408	0	0	1	0	0	0
4613	0	1	2	0	1	0
104797537	2	0	0	0	0	0
105373443	0	0	0	0	0	0
107985855	1	0	0	0	0	0
105373444	1	0	0	0	0	0
81553	1	4	11	4	5	4
107985806	0	0	0	0	0	0
105373447	0	0	0	0	0	0
105373448	0	0	0	0	0	0
729475	0	0	0	0	0	0
7447	0	0	0	0	0	0
79677	1	0	0	1	0	0
348654	0	0	0	0	0	0
105373449	0	0	0	0	0	0
343930	0	0	0	0	0	0
112267888	0	0	0	0	0	0
3790	0	0	0	0	0	0
105373451	0	0	0	0	0	0
105373454	0	0	0	0	0	0
100526794	0	0	0	0	0	0
57665	0	0	0	0	0	0
105373456	0	0	0	0	0	0
93034	0	0	0	0	0	0
400945	0	0	0	0	0	0
105373455	0	0	0	0	0	0
100616307	0	0	0	0	0	0
130497	0	0	0	0	0	0
101928196	0	0	0	0	0	0
105373458	0	0	0	0	0	0
105373460	0	0	0	0	0	0
105373459	0	0	0	0	0	0
105373461	0	0	0	0	0	0
400946	0	0	0	0	0	0
130502	0	0	0	0	0	0
57539	0	0	1	0	0	0
101928222	0	0	0	0	0	0
4148	0	0	0	0	0	0
9741	0	0	0	1	1	0
105373463	0	0	0	0	0	0
107985807	0	0	0	0	0	0
6382	0	0	0	0	0	0
23369	1	0	1	0	1	0
105373465	0	0	0	0	0	0
388	0	0	1	0	0	1
107985856	0	0	0	0	0	0
102724948	0	0	0	0	0	0
64342	0	0	0	0	0	0
100874343	0	0	0	0	0	0
105373466	0	0	0	0	0	0
151449	0	0	0	0	0	0
60526	0	0	0	0	0	0
101928271	0	0	0	0	0	0
338	0	0	0	0	0	0
100129278	0	0	0	0	0	0
105374317	0	0	0	0	0	0
105374318	0	0	0	0	0	0
100507562	0	0	0	0	0	0
107984020	0	0	0	0	0	0
101929230	0	0	0	0	0	0
645949	0	0	0	0	0	0
105374320	0	0	0	0	0	0
105374322	0	0	0	0	0	0
102723362	0	0	0	0	0	0
107985857	0	0	0	0	0	0
101929251	0	0	0	0	0	0
107985792	0	0	0	0	0	0
107985859	0	0	0	0	0	0
107985858	0	0	0	0	0	0
102723389	0	0	0	0	0	0
105374323	0	0	0	0	0	0
114818	0	0	0	0	0	0
105374325	0	0	0	0	0	0
102723401	0	0	0	0	0	0
54454	0	0	0	0	0	0
165324	0	0	0	0	0	0
388931	0	0	0	0	0	0
80304	0	0	0	1	0	0
2281	0	0	0	0	0	0
51639	0	0	0	0	0	0
375190	0	0	0	0	0	0
9540	0	0	0	0	0	0
375189	0	0	0	0	0	0
105374328	0	0	0	0	0	0
653140	0	0	0	0	0	0
50618	0	1	0	0	0	0
105374329	0	0	0	0	0	0
8648	0	0	0	0	0	0
391356	0	0	0	0	0	0
105369164	0	0	0	0	0	0
79172	0	1	0	0	0	0
109	0	1	0	0	0	0
105377626	0	0	0	0	0	0
51277	0	0	0	0	0	0
729723	0	0	0	0	0	0
22979	0	0	0	0	0	0
5443	0	0	0	0	0	0
106144568	0	0	0	0	0	0
1788	5	1	2	2	3	1
100302246	0	0	0	0	0	0
1838	0	0	1	0	0	0
101929272	0	0	0	0	0	0
105374332	0	0	0	0	0	0
55252	0	0	0	1	1	0
3797	0	0	0	0	0	0
10890	0	0	0	1	3	0
105374333	0	0	0	0	0	0
150946	0	0	0	0	0	0
3030	0	0	0	0	0	0
3032	0	0	0	0	0	1
105374334	0	0	0	0	0	0
165082	0	0	0	0	0	0
85465	1	0	0	0	0	0
92749	0	0	0	0	0	0
9381	0	0	0	0	0	0
339778	0	0	0	0	0	0
130106	0	0	0	0	0	0
3777	0	0	0	0	0	0
54978	1	0	1	0	2	1
1058	0	0	0	0	0	0
56896	1	0	2	1	2	0
22924	0	0	0	0	0	0
100129724	0	0	0	0	0	0
54867	0	0	0	0	1	0
100874031	0	0	0	0	0	0
100189022	0	0	0	0	0	0
60509	0	0	0	0	1	0
100128731	0	0	1	0	1	0
11117	0	0	0	0	2	0
3795	0	0	0	0	0	0
10669	0	0	0	0	0	0
84696	0	0	0	0	0	0
10113	0	0	0	0	0	0
339779	0	0	0	0	0	0
150921	0	0	0	0	0	0
8884	0	0	0	0	1	0
51374	0	0	1	1	0	0
790	1	0	0	0	0	0
7781	0	0	0	0	0	0
285126	0	0	0	0	0	0
57159	0	0	0	0	0	0
7349	0	0	0	0	0	0
4358	0	0	0	0	0	0
2976	0	0	0	1	0	0
100505624	0	0	0	0	0	0
105374363	0	0	0	0	0	0
8890	0	0	0	0	0	0
9784	0	1	0	0	0	0
130557	0	0	0	0	0	0
5496	1	0	1	1	0	0
2498	2	0	1	1	1	2
29959	0	0	0	0	0	1
200634	0	0	0	0	0	0
26160	0	0	0	0	0	0
64838	0	0	0	0	0	0
2646	0	0	0	0	0	0
84226	0	0	0	0	0	0
84450	0	0	1	0	0	0
79635	0	0	0	0	0	0
11321	0	0	0	0	0	0
9913	0	0	0	0	0	0
22950	0	0	0	0	0	0
100129995	0	0	0	0	0	0
105374378	0	0	0	0	0	0
9553	0	0	0	0	0	0
64080	0	0	0	0	0	0
9577	0	0	0	0	0	0
100302650	0	0	0	0	0	0
105374369	0	0	0	0	0	0
100422965	0	0	0	0	0	0
100505736	0	0	0	0	0	0
100505716	0	0	0	0	0	0
105374381	0	0	0	0	0	0
105374382	0	0	0	0	0	0
105374383	0	0	0	0	0	0
403150	0	0	0	0	0	0
2355	0	0	0	0	0	0
102723530	0	0	0	0	0	0
151056	0	0	0	0	0	0
105374384	0	0	0	0	0	0
100505774	0	0	0	0	0	0
112267877	0	0	0	0	0	0
5500	0	1	1	0	1	2
245711	0	0	0	0	0	0
55006	0	0	0	0	0	0
23160	0	0	1	0	0	0
692209	0	0	0	0	0	0
26796	0	0	0	0	0	0
109617012	0	0	0	0	0	0
165186	0	0	0	0	0	0
388939	0	0	0	0	0	0
105374386	0	0	0	0	0	0
79745	0	0	0	0	0	0
238	0	0	0	0	0	0
101929386	0	0	0	0	0	0
105374389	0	0	0	0	0	0
101929418	0	0	0	0	0	0
51646	0	1	0	0	0	0
105374414	0	0	0	0	0	0
109616960	0	0	0	0	0	0
81606	0	0	0	0	0	0
102723594	0	0	0	0	0	0
285043	0	0	0	0	0	0
253558	0	0	0	0	0	0
92291	0	0	0	0	0	0
105374435	0	0	0	0	0	0
79623	0	0	0	0	0	0
107985861	0	0	0	0	0	0
440854	0	0	0	0	0	0
30845	0	0	0	0	0	0
7498	0	0	0	0	0	0
6716	0	0	0	0	0	0
107985862	0	0	0	0	0	0
107985863	0	0	0	0	0	0
105374449	0	0	0	0	0	0
51072	0	0	0	0	0	0
84661	0	0	0	0	0	0
6683	0	2	0	0	0	2
55676	0	0	0	0	0	0
58484	0	0	0	0	0	0
84272	0	0	0	0	0	2
57448	0	0	0	1	1	1
693143	0	0	0	0	0	0
103752586	0	0	0	0	0	0
55622	0	0	0	0	0	0
100616219	0	0	0	0	0	0
285045	0	0	0	0	0	0
105374453	0	0	0	0	0	0
4052	0	0	0	0	0	0
100616136	0	0	0	0	0	0
25780	0	0	0	0	0	0
105374454	0	0	0	0	0	0
25940	0	0	0	0	0	1
105374455	0	0	0	0	0	0
107985864	0	0	0	0	0	0
104355287	0	0	0	0	0	0
151325	0	0	0	0	0	0
105374456	0	0	0	0	0	0
106144585	0	0	0	0	0	0
105374457	0	0	0	0	0	0
105374459	0	0	0	0	0	0
104355288	0	0	0	0	0	0
107985865	0	0	0	0	0	0
105374458	0	0	0	0	0	0
105374461	0	0	0	0	0	0
107985808	0	0	0	0	0	0
100616475	0	0	0	0	0	0
107985866	0	0	0	0	0	0
100288911	0	0	0	0	0	0
51232	0	0	0	0	0	0
9637	0	0	0	0	0	0
5212	0	0	0	0	0	0
6801	1	0	0	0	0	0
54497	0	0	0	0	0	0
253635	0	0	0	0	0	0
5610	0	0	0	0	0	0
391365	0	0	0	0	0	0
100505876	1	2	0	0	2	0
10153	0	0	0	0	0	0
55471	0	0	0	0	0	0
23683	0	0	0	0	0	0
101929542	0	0	0	0	0	0
25797	0	0	0	0	0	0
107985868	0	0	0	0	0	0
105374464	0	0	0	0	0	0
10602	0	0	0	0	0	0
107985870	0	0	0	0	0	0
105374465	0	0	0	0	0	0
107985869	0	0	0	0	0	0
101929559	0	0	0	0	0	0
151393	0	0	0	0	0	0
101410544	0	0	0	0	0	0
107985872	0	0	0	0	0	0
1545	0	0	0	0	0	0
105374466	0	0	0	0	0	0
285154	0	0	0	0	0	0
107985871	0	0	0	0	0	0
102723739	0	0	0	0	0	0
105374467	0	0	0	0	0	0
64225	0	0	0	2	0	0
105374468	0	0	0	0	0	0
100996902	0	0	0	0	0	0
101929596	0	0	0	0	0	0
92906	1	0	1	0	0	0
130589	0	0	0	0	0	0
6432	2	0	0	0	2	0
79833	0	0	0	0	0	0
90957	0	0	0	1	0	0
105374470	0	0	0	0	0	0
729967	0	0	0	0	0	0
100271715	0	0	0	0	0	0
105374471	0	0	0	0	0	0
375196	0	0	0	0	0	0
6654	0	1	1	0	2	0
344387	0	0	0	0	0	0
8491	0	0	0	0	0	0
728730	0	0	0	0	0	0
130733	0	0	0	0	0	0
80745	0	0	0	0	0	0
112268436	0	0	0	0	0	0
100128590	0	0	0	0	0	0
6546	0	0	0	0	0	0
101929667	0	0	0	0	0	0
105374473	0	0	0	0	0	0
105374475	0	0	0	0	0	0
105374497	0	0	0	0	0	0
105374491	0	0	0	0	0	0
101929700	0	0	0	0	0	0
105374506	0	0	0	0	0	0
388942	0	0	0	0	0	0
101929723	0	0	0	0	0	0
400950	0	0	0	0	0	0
105374517	0	0	0	0	0	0
91461	0	0	0	0	0	0
105374531	0	0	0	0	0	0
102723824	0	0	0	0	0	0
27436	0	0	0	0	1	0
107985874	0	0	0	0	0	0
107985873	0	0	0	0	0	0
9167	0	0	1	1	0	0
105374537	0	0	0	0	0	0
170850	0	0	0	0	0	0
57504	0	0	0	0	0	0
105374555	0	0	0	0	0	0
165140	0	0	0	0	0	0
23498	0	0	0	0	0	0
107985875	0	0	0	0	0	0
100189265	0	0	0	0	0	0
105374567	0	0	0	0	0	0
105374568	0	0	0	0	0	0
112268413	0	0	0	0	0	0
102723854	0	0	0	0	0	0
107985876	0	0	0	0	0	0
100506047	0	0	0	0	0	0
105374570	0	0	0	0	0	0
678	0	0	0	0	0	0
100129726	0	0	0	0	0	0
63892	0	1	0	2	0	0
107985877	0	0	0	0	0	0
130271	0	0	0	0	0	0
728819	0	0	0	0	0	0
51626	0	0	0	0	0	0
105374571	0	0	0	0	0	0
64240	0	0	0	0	0	0
64241	0	0	0	0	0	0
102725159	0	0	0	0	0	0
10128	0	1	1	2	1	1
102723904	0	0	0	0	0	0
5495	0	0	0	0	0	0
6519	0	0	0	0	0	0
9581	0	0	0	0	0	0
79823	0	0	0	0	0	0
107985878	0	0	0	0	0	0
105374573	0	0	0	0	0	0
107985879	0	0	0	0	0	0
100506108	0	0	0	0	0	0
6496	0	0	0	0	0	0
10736	0	0	0	0	0	0
107985809	0	0	0	0	0	0
400952	0	0	0	0	0	0
105374576	0	0	0	0	0	0
105374577	0	0	0	0	0	0
55133	0	0	0	0	0	0
102724965	0	0	0	0	0	0
5581	0	0	0	0	0	0
105374580	0	0	0	0	0	0
101926974	0	0	0	0	0	0
105374581	0	0	0	0	0	0
2034	0	0	0	1	0	0
105374582	0	0	0	0	0	0
101805491	0	0	0	0	0	0
388946	0	0	0	0	0	0
90423	0	0	0	0	0	0
23433	0	0	0	0	0	0
100506142	0	0	0	0	0	0
5281	0	0	0	0	0	0
9419	0	0	0	0	0	0
105374584	0	0	0	0	0	0
9655	0	0	0	0	0	0
388948	0	0	0	0	0	0
100134259	0	0	0	0	0	0
107985880	0	0	0	0	0	0
90411	1	3	2	3	5	0
57217	0	0	0	0	0	0
285051	0	0	0	0	0	0
805	0	1	1	1	0	1
101927043	0	0	0	0	0	0
105374588	0	0	0	0	0	0
107985882	0	0	0	0	0	0
618	41	32	22	38	36	29
4072	0	0	0	0	0	0
693144	0	0	0	0	0	0
4436	0	0	0	0	0	0
56660	0	0	0	0	0	0
644093	0	0	0	0	0	0
440864	0	0	0	0	0	0
105374589	0	0	0	0	0	0
2956	1	0	0	0	1	0
80204	0	1	0	0	0	0
100506235	0	0	0	0	0	0
105374590	0	0	0	0	0	0
105374592	0	0	0	0	0	0
105374591	0	0	0	0	0	0
105374593	0	0	0	0	0	0
102724008	0	0	0	0	0	0
3344	0	0	0	0	0	0
129285	0	0	0	0	0	0
286749	0	0	0	0	0	0
11037	0	0	0	0	0	0
11036	0	0	0	0	0	0
3973	0	0	0	0	0	0
105374594	0	0	0	0	0	0
2492	0	0	0	0	0	0
102465854	0	0	0	0	0	0
107985810	0	0	0	0	0	0
105374595	0	0	0	0	0	0
9378	0	0	0	0	0	0
101927089	0	0	0	0	0	0
103504737	0	0	0	0	0	0
730100	0	0	0	0	0	0
105377627	0	0	0	0	0	0
105374597	0	0	0	0	0	0
107985766	0	0	0	0	0	0
105374596	0	0	0	0	0	0
105374598	0	0	0	0	0	0
107985883	0	0	0	0	0	0
100616431	0	0	0	0	0	0
105369165	0	0	0	0	0	0
105374600	0	0	0	0	0	0
105374601	0	0	0	0	0	0
51130	0	0	0	0	0	0
100302652	0	0	0	0	0	0
494143	0	0	0	0	0	0
27248	0	0	0	0	0	0
112268415	0	0	0	0	0	0
100500850	0	0	0	0	0	0
10936	0	0	0	0	0	0
23198	0	0	0	0	0	0
98	0	0	0	0	0	0
105374615	0	0	0	0	0	0
388951	0	0	0	0	0	0
105374610	0	0	0	0	0	0
129852	0	0	0	0	0	0
102724072	0	0	0	0	0	0
6711	0	1	1	0	0	0
105374640	0	0	0	0	0	0
56969	0	0	0	0	0	0
105374653	0	0	0	0	0	0
400954	0	0	0	0	0	0
105374667	0	0	0	0	0	0
57142	0	1	0	0	0	0
105374662	0	0	0	0	0	0
105374674	0	0	0	0	0	0
130162	0	0	0	0	1	0
6233	464	437	439	450	467	430
4528	26	25	35	34	37	30
344405	0	0	0	0	0	0
55704	1	0	0	0	0	0
112942	0	0	0	1	0	0
57223	0	0	0	0	1	0
107985885	0	0	0	0	0	0
87178	0	0	0	0	0	0
107985811	0	0	0	0	0	0
112268416	0	0	0	0	0	0
2202	0	0	0	0	0	0
105374690	0	0	0	0	0	0
104355290	0	0	0	0	0	0
406999	0	0	0	0	0	0
406998	0	0	0	0	0	0
100126319	0	0	0	0	0	0
101927165	0	0	0	0	0	0
100129434	0	0	0	0	0	1
107985795	0	0	0	0	0	0
114800	0	0	0	0	0	0
101927213	0	0	0	0	0	0
107985886	0	0	0	0	0	0
105377632	0	0	0	0	0	0
101927235	0	0	0	0	0	0
105374697	0	0	0	0	0	0
105377628	0	0	0	0	0	0
7444	0	0	0	0	0	0
105374726	0	0	0	0	0	0
107984043	0	0	0	0	0	0
55120	0	0	0	0	0	0
105374744	0	0	0	0	0	0
400955	0	0	0	0	0	0
101927285	0	0	0	0	0	0
105374754	0	0	0	0	0	0
106660609	0	0	0	0	0	0
100616473	0	0	0	0	0	0
102724142	0	0	0	0	0	0
53335	0	0	0	0	0	0
64895	0	0	1	0	0	0
400957	0	0	0	0	0	0
5966	0	0	0	0	0	0
150962	0	0	0	0	0	0
5194	2	0	1	0	0	0
84542	0	0	0	0	0	0
105374759	0	0	0	0	0	0
339803	1	0	0	0	1	0
339804	0	0	0	0	0	1
105374758	0	0	0	0	0	0
130872	0	0	0	0	0	1
9736	0	0	0	2	0	1
100124537	0	0	0	0	0	0
105377633	0	0	0	0	0	0
7514	3	0	0	0	1	1
107985767	0	0	0	0	0	0
105374760	0	0	0	0	0	0
84140	0	0	0	0	0	0
10575	0	0	0	3	1	0
150684	0	0	0	0	0	0
107985768	0	0	0	0	0	0
10678	0	0	0	0	0	0
100847087	0	0	0	0	0	0
105374761	0	0	0	0	0	0
105374764	0	0	0	0	0	0
200728	0	0	0	0	0	0
23301	0	0	0	0	0	0
100132215	0	0	0	0	0	0
5013	0	0	0	0	0	0
100169989	0	0	0	0	0	0
51057	0	0	0	0	0	1
107985769	0	0	0	0	0	0
4190	0	0	0	0	0	0
7360	0	0	0	0	0	1
51542	0	0	0	0	0	0
57162	0	0	0	0	0	0
150992	0	0	0	0	0	0
100507006	0	0	0	0	0	0
105374768	0	0	0	0	0	0
105374769	0	0	0	0	0	0
102465833	0	0	0	0	0	0
100616265	0	0	0	0	0	0
105374771	0	0	0	0	0	0
29094	0	0	0	0	0	0
105374774	0	0	0	0	0	0
105374773	0	0	0	0	0	0
101927402	0	0	0	0	0	0
54812	0	0	0	0	0	0
100616419	0	0	0	0	0	0
105374772	0	0	0	0	0	0
339807	0	0	0	0	0	0
9792	0	0	0	0	0	0
105374775	0	0	0	0	0	0
105374777	0	0	0	0	0	0
105374776	0	0	0	0	0	0
101927438	0	0	0	0	0	0
400958	0	0	0	0	0	0
107985888	0	0	0	0	0	0
107984063	0	0	0	0	0	0
6509	0	0	1	0	0	0
102724233	0	0	0	0	0	0
23177	0	0	0	0	1	0
5861	0	0	0	0	1	0
10097	0	1	0	0	1	0
200734	0	0	0	0	0	0
105374780	0	0	0	0	0	0
105374781	0	0	0	0	0	0
107985889	0	0	0	0	0	0
105369167	0	0	0	0	0	0
101927533	0	0	0	0	0	0
105369168	0	0	0	0	0	0
107985890	0	0	0	0	0	0
107985812	0	0	0	0	0	0
100616464	0	0	0	0	0	0
729348	0	0	0	0	0	0
730198	0	0	0	0	0	0
4211	0	0	0	0	0	0
100873998	0	0	0	0	0	0
100507073	0	0	0	0	0	0
101927577	0	0	0	0	0	0
101060019	0	0	0	0	0	0
102724321	0	0	0	0	0	0
105374785	0	0	0	0	0	0
102800447	0	0	0	0	0	0
644838	0	0	0	0	0	0
101927661	0	0	0	0	0	0
54465	0	0	0	0	0	0
107985891	0	0	0	0	0	0
105374786	0	0	0	0	0	0
102724373	0	0	0	0	0	0
101927701	0	0	0	0	0	0
10438	0	0	0	0	0	0
105374789	0	0	0	0	0	0
116143	0	0	0	0	0	0
56902	0	0	0	0	0	0
5534	0	0	0	0	2	0
107985892	0	0	0	0	0	0
25927	0	0	0	0	0	0
102724389	0	0	0	0	0	0
101927723	0	0	0	0	0	0
5341	0	0	0	0	0	0
554251	0	0	0	0	0	0
200558	0	0	0	0	0	0
10887	0	0	0	0	0	0
9938	0	0	0	0	0	0
105374790	0	0	0	0	0	0
105374791	0	0	0	0	0	0
107985893	0	0	0	0	0	0
27302	0	0	0	0	0	0
105374792	0	0	0	0	0	0
107985894	0	0	0	0	0	0
200504	0	0	0	0	0	0
56287	0	0	0	0	0	0
84168	0	1	0	0	0	1
100423030	0	0	0	0	0	0
2673	0	0	0	0	0	0
27247	0	0	0	0	0	0
22848	0	0	0	3	0	0
112268437	0	0	0	1	0	0
100124535	0	0	0	0	0	0
307	0	0	0	0	0	0
107985770	0	0	0	0	0	0
64395	0	0	0	0	0	0
11017	0	1	0	0	0	0
4084	0	0	0	0	0	0
151516	0	0	0	0	0	0
400960	0	0	0	0	0	0
5093	3	3	2	7	7	6
100133985	0	0	0	0	0	0
54980	0	0	0	0	0	0
7072	0	1	1	0	0	0
100189231	0	0	0	0	0	0
100302268	0	0	0	0	0	0
51449	0	0	0	0	1	0
6637	504	491	439	546	563	561
84908	0	0	0	1	0	0
7039	0	0	0	0	0	0
100874273	0	0	0	0	0	0
107985895	0	0	0	0	0	0
119	2	0	1	0	0	0
105374794	0	0	0	0	0	0
344018	0	0	0	0	0	0
165530	0	0	0	0	0	0
50489	0	0	0	0	0	0
104355141	0	0	0	0	0	0
25806	0	0	0	0	0	0
525	0	0	0	0	0	0
101927750	0	0	0	0	0	0
105374795	0	0	0	0	0	0
79998	0	0	1	0	0	0
113419	0	0	1	0	0	0
105374796	0	0	0	0	0	0
79315	0	0	0	0	0	0
55577	0	0	0	0	0	0
84693	0	0	0	0	0	0
10199	1	0	0	0	0	0
400961	0	0	0	0	0	0
105374797	0	0	0	0	0	0
27332	0	0	0	0	0	0
8291	0	0	0	0	0	0
107985896	0	0	0	0	0	0
105374798	0	0	0	0	0	0
56603	0	0	0	0	0	0
23233	0	0	0	0	0	0
6697	0	0	0	0	0	0
2016	0	0	0	0	0	0
94097	0	0	0	0	0	1
107985897	0	0	0	0	0	0
105374800	0	0	0	0	0	0
26056	0	0	0	0	0	0
344022	0	0	0	0	0	0
10322	0	0	0	0	0	0
84279	0	0	0	0	0	0
10574	0	0	1	2	1	0
150726	0	0	0	0	0	1
1961	0	0	0	0	0	0
105374802	0	0	0	0	0	0
105374803	0	0	0	0	0	0
105374804	0	0	0	0	0	0
7840	0	1	0	0	0	0
100874291	0	0	0	0	0	0
9027	0	0	0	0	0	0
200420	0	0	0	0	0	0
112268418	0	0	0	0	0	0
51471	0	0	0	0	0	0
51002	0	0	0	0	0	0
8446	0	0	0	0	0	0
388960	0	0	0	0	0	0
105374807	0	0	0	0	0	0
10617	0	0	0	0	0	0
112268419	0	0	0	0	0	0
72	0	0	0	0	0	0
1716	0	0	0	0	0	0
100874048	0	0	0	0	0	0
200424	0	0	0	0	0	0
107985898	0	0	0	0	0	0
388962	0	0	0	0	0	0
100507171	0	0	0	0	0	0
55233	0	0	0	0	0	0
10797	0	0	0	0	0	0
57835	0	0	0	0	0	0
1639	0	1	0	0	0	0
100189589	0	0	0	0	0	0
388963	0	0	0	0	0	0
84058	0	0	0	0	0	0
6242	0	0	0	0	0	0
100532735	0	0	0	0	0	0
83444	0	0	0	0	0	0
23559	0	0	0	0	0	0
7841	0	0	0	0	0	0
116540	0	0	0	0	0	0
84865	0	2	0	0	0	0
64427	0	0	0	0	0	0
85474	0	0	0	0	0	0
151534	0	0	0	0	0	0
84759	0	0	0	0	0	0
3196	0	0	0	0	0	0
165545	0	0	0	0	0	0
550	0	0	0	0	0	0
27429	0	0	0	0	0	0
84695	0	0	0	0	0	0
1796	0	0	0	0	0	0
130951	0	0	0	0	0	0
10505	0	0	0	0	0	0
105374808	0	0	0	0	0	0
102724497	0	0	0	0	0	0
102724482	0	0	0	0	0	0
3099	0	0	0	0	0	0
102724515	0	0	0	0	0	0
105374809	0	0	0	0	0	0
101927861	0	0	0	0	0	0
56655	0	0	1	0	0	0
6869	0	0	0	0	0	0
100846995	0	0	0	0	0	0
105374811	0	0	0	0	0	0
105374812	0	0	0	0	0	0
107985900	0	0	0	0	0	0
105374810	0	0	0	0	0	0
84141	0	0	0	0	0	0
101927884	0	0	0	0	0	0
9801	1	0	0	0	0	1
6936	0	0	0	0	0	0
105374813	0	0	0	0	0	0
105374814	0	0	0	0	0	0
80059	0	0	0	0	0	0
105374815	0	0	0	0	0	0
101927907	0	0	0	0	0	0
101927967	0	0	0	0	0	0
101927926	0	0	0	0	0	0
105374817	0	0	0	0	0	0
100170221	0	0	0	0	0	0
105374816	0	0	0	0	0	0
101927948	0	0	0	0	0	0
105374820	0	0	0	0	0	0
105374819	0	0	0	0	0	0
105374821	0	0	0	0	0	0
105374822	0	0	0	0	0	0
130120	0	0	0	0	0	0
5968	0	0	0	0	0	0
5967	0	0	0	0	0	0
5969	0	0	0	0	0	0
5068	0	0	0	0	0	0
107985902	0	0	0	0	0	0
105374823	0	0	0	0	0	0
101927987	0	0	0	0	0	0
1496	0	0	0	0	0	0
100422888	0	0	0	0	0	0
102465877	0	0	0	0	0	0
107985903	0	0	0	0	0	0
347730	0	0	0	0	0	0
107985904	0	0	0	0	0	0
105374824	0	0	0	0	0	0
105374827	0	0	0	0	0	0
100507201	0	0	0	0	0	0
102724542	0	0	0	0	0	0
105374828	0	0	0	0	0	0
105374829	0	0	0	0	0	0
105374831	0	0	0	0	0	0
1720	0	0	0	0	0	0
105374832	0	0	0	0	0	0
105374833	0	0	0	0	0	0
105374834	0	0	0	0	0	0
101928031	0	0	0	0	0	0
107985905	0	0	0	0	0	0
388965	0	0	0	0	0	0
8802	0	0	0	0	0	0
1768	0	0	0	0	0	0
107985906	0	0	0	0	0	0
129293	0	0	0	0	0	0
105374837	0	0	0	0	0	0
105374836	0	0	0	0	0	0
9168	1	4	0	2	3	1
105374838	0	0	0	0	0	0
56888	0	0	0	0	1	0
100996478	0	0	0	0	0	0
83439	0	0	0	0	0	0
100874334	0	0	0	0	0	0
102724579	0	0	0	0	0	0
105374839	0	0	0	0	0	0
100996506	0	0	0	0	0	0
10618	0	0	0	1	0	0
54884	0	0	0	1	0	0
84173	0	0	0	0	0	0
822	0	0	0	0	0	0
105374841	0	0	0	0	0	0
284948	0	0	0	0	0	0
100630918	0	0	0	0	0	0
4144	0	0	0	0	1	1
2677	0	0	0	0	0	0
8673	0	0	0	0	0	0
10791	0	0	0	0	0	0
51255	0	0	0	0	0	0
129303	0	0	0	0	0	0
10713	0	0	0	0	0	0
388969	1	0	0	0	0	0
6439	0	0	0	0	0	0
105374842	0	0	0	0	0	0
10578	0	0	0	0	0	0
84913	0	0	0	0	0	0
102466516	0	0	0	0	0	0
284950	0	0	0	0	0	0
8869	0	0	0	0	0	0
101928113	0	0	0	0	0	0
112268420	0	0	0	0	0	0
105374843	0	0	0	0	0	0
25885	0	0	0	2	2	1
55037	0	1	0	1	2	1
692225	0	0	0	0	0	0
10989	0	0	0	0	0	0
100616159	0	0	0	0	0	0
51318	0	0	0	0	0	0
65055	0	0	0	0	0	0
55818	1	0	0	0	0	0
100526767	0	0	0	0	0	0
51652	0	0	0	0	0	0
105374845	0	0	0	0	0	0
7844	0	1	0	0	0	0
64795	0	0	0	0	0	0
925	0	0	0	0	0	0
105374846	0	0	0	0	0	0
926	0	0	0	0	0	0
100286979	0	0	0	0	0	0
400966	0	0	0	0	0	0
5343	0	0	0	0	0	0
285074	0	0	0	0	0	0
107985772	0	0	0	0	0	0
102724642	0	0	0	0	0	0
100616370	0	0	0	0	0	0
107985771	0	0	0	0	0	0
105374847	0	0	0	0	0	0
107985908	0	0	0	0	0	0
105374848	0	0	0	0	0	0
105377635	0	0	0	0	0	0
101928173	0	0	0	0	0	0
112597	0	0	0	0	0	0
101928152	0	0	0	0	0	0
107985909	0	0	0	0	0	0
100616499	0	0	0	0	0	0
101928214	0	0	0	0	0	0
730268	0	0	0	0	0	0
5342	0	0	0	0	0	0
729857	0	0	0	0	0	0
105374851	0	0	0	0	0	0
105374852	0	0	0	0	0	0
51315	0	0	0	0	0	0
150572	0	0	0	0	0	0
100616447	0	0	0	0	0	0
2168	0	0	0	0	0	0
101928347	0	0	0	0	0	0
55258	0	0	0	0	0	0
344167	0	0	0	0	0	0
200523	0	0	0	0	0	0
101928371	0	0	0	0	0	0
9451	0	0	0	0	0	1
101928403	0	0	0	0	0	0
102724805	0	0	0	0	0	0
22934	0	1	0	0	0	0
105374853	0	0	0	0	0	0
645784	0	0	0	0	0	0
105374855	0	0	0	0	0	0
100616399	0	0	0	0	0	0
105374854	0	0	0	0	0	0
3514	0	0	0	0	0	0
28946	0	0	0	0	0	0
28947	0	0	0	0	0	0
28948	0	0	0	0	0	0
28949	0	0	0	0	0	0
28950	0	0	0	0	0	0
28908	0	0	0	0	0	0
28907	0	0	0	0	0	0
28905	0	0	0	0	0	0
28929	0	0	0	0	0	0
28299	0	0	0	0	0	0
28943	0	0	0	0	0	0
28915	0	0	0	0	0	0
28942	0	0	0	0	0	0
28941	0	0	0	0	0	0
28928	0	0	0	0	0	0
28914	0	0	0	0	0	0
28940	0	0	0	0	0	0
28939	0	0	0	0	0	0
28927	0	0	0	0	0	0
28913	0	0	0	0	0	0
